Movie Name,Genre,Rating,Voting Counts,Duration
122. The Vampire Next Door,Horror,4.7,844,1h 50m
123. Hold Your Breath,Horror,5.3,9200,1h 34m
124. Scurry,Horror,7.7,31,1h 30m
125. Stream,Horror,5.9,9600,2h 3m
126. Something in the Water,Horror,4.1,5400,1h 26m
127. The Twin,Horror,7.3,116,1h 43m
128. Blood Star,Horror,6.3,6300,1h 37m
129. Shell,Horror,6.7,86,1h 40m
130. Grafted,Horror,5.6,2800,1h 36m
131. Devon,Horror,2.7,407,1h 12m
132. Bhool Bhulaiyaa 3,Horror,4.6,78000,2h 38m
133. Pins & Needles,Horror,5.8,73,1h 35m
134. Peripheral,Horror,7.7,59,1h 28m
135. The Corpse Washer,Horror,6.1,1400,1h 47m
136. Devils Stay,Horror,4.8,387,1h 35m
137. Blackwater Lane,Horror,4.6,2500,1h 48m
138. Beezel,Horror,4.9,1700,1h 21m
139. Milk & Serial,Horror,6.6,2800,1h 2m
140. Test Screening,Horror,6.8,72,1h 32m
141. Room Service,Horror,3.9,337,47m
142. Pedro Páramo,Horror,6.3,3200,2h 10m
143. Else,Horror,5.4,586,1h 42m
144. Ba,Horror,5.7,145,1h 19m
145. Handsome Guys,Horror,6.5,1300,1h 41m
146. The Front Room,Horror,4.6,6000,1h 34m
147. Outside,Horror,5.1,5000,2h 22m
148. Handling the Undead,Horror,5.3,4700,1h 37m
149. The Matriarch,Horror,8.1,208,1h 22m
150. Kryptic,Horror,4.0,683,1h 42m
151. #MissingCouple,Horror,5.3,834,1h 33m
152. The Dead Thing,Horror,4.7,1100,1h 34m
153. Pater Noster and the Mission of Light,Horror,7.1,153,1h 36m
154. The Witch: Revenge,Horror,5.3,908,1h 40m
155. Fear Cabin: The Last Weekend of Summer,Horror,3.6,37,1h 17m
156. Jhamkudi,Horror,6.6,1000,2h 31m
157. Desert Fiends,Horror,4.6,974,1h 46m
158. House of Spoils,Horror,5.0,4100,1h 41m
159. Drive Back,Horror,4.5,771,1h 34m
160. Succubus,Horror,3.5,919,1h 36m
161. Death Whisperer 2,Horror,6.3,1600,1h 50m
162. A Desert,Horror,5.6,672,1h 43m
163. The Severed Sun,Horror,4.9,450,1h 20m
164. The Mouse Trap,Horror,2.4,3800,1h 20m
165. Believer,Horror,4.6,481,1h 48m
166. You Can't Run Forever,Horror,4.5,4500,1h 42m
167. Parvulos,Horror,6.6,435,1h 59m
168. Death's Sonata,Horror,8.4,564,1h 43m
169. Little Bites,Horror,4.7,1400,1h 45m
170. Missing Child Videotape,Horror,5.5,275,1h 44m
171. Heresy,Horror,6.8,339,1h 1m
172. The Hunted,Horror,5.1,446,1h 34m
173. Night of the Zoopocalypse,Horror,6.0,1100,1h 31m
174. Love Me Dead,Horror,6.6,45,1h 27m
175. Up the Catalogue,Horror,8.2,13,1h 12m
176. Pechi,Horror,5.5,1600,1h 50m
177. Mr. Crocket,Horror,5.4,5100,1h 28m
178. Strange Frequencies: Taiwan Killer Hospital,Horror,7.2,76,1h 31m
179. Barda,Horror,4.6,761,1h 39m
180. Munkar,Horror,5.2,583,1h 27m
181. Dark Match,Horror,5.4,1200,1h 34m
182. Baby Invasion,Horror,4.6,647,1h 20m
183. The Gesuidouz,Horror,6.7,100,1h 33m
184. Desert Road,Horror,6.8,170,1h 30m
185. Krazy House,Horror,4.8,1600,1h 29m
186. A Wedding Story,Horror,6.3,3400,1h 50m
187. 1978,Horror,5.0,935,1h 20m
188. The McKinney Family Home Videos,Horror,4.9,43,1h 8m
189. The Painted,Horror,4.9,1300,1h 25m
190. Swap,Horror,2.7,445,1h 26m
191. The Demon Disorder,Horror,4.8,1400,1h 26m
192. Wynonna Earp: Vengeance,Horror,5.6,1700,1h 36m
193. Witch,Horror,4.9,1400,1h 47m
194. Carved,Horror,4.4,2900,1h 35m
195. The New Purge,Horror,N/A,N/A,N/A
196. Killer Body Count,Horror,4.7,703,1h 49m
197. Chain Reactions,Horror,7.2,130,1h 43m
198. Shaitaan,Horror,6.5,55000,2h 12m
199. Pacific Fear,Horror,3.6,342,1h 25m
200. Out Come the Wolves,Horror,4.7,1800,1h 26m
201. The Blackwell Ghost 8,Horror,6.1,431,1h 9m
202. Bloodline Killer,Horror,4.3,5400,1h 45m
203. Stupid Games,Horror,4.2,453,1h 26m
204. The Ghost,Horror,6.3,133,1h 32m
205. Horror in the High Desert 3: Firewatch,Horror,5.4,795,1h 28m
206. Thayyal Machine,Horror,9.6,1000,1h 31m
207. Anaconda,Horror,4.9,700,1h 24m
208. Hauntology,Horror,3.7,385,1h 43m
209. Street Trash,Horror,4.5,1000,1h 25m
210. What Happened to Dorothy Bell?,Horror,7.3,13,N/A
211. Latency,Horror,4.2,3000,1h 34m
212. The Haunted Apartment: Miss K,Horror,5.6,546,1h 43m
213. Scared Shitless,Horror,6.1,228,1h 16m
214. Torture the Flesh,Horror,6.1,33,N/A
215. In the Name of God,Horror,5.1,165,1h 29m
216. Siccin 7,Horror,4.0,1100,1h 34m
217. Old Wounds,Horror,7.4,17,1h 49m
218. Black Cab,Horror,4.1,1900,1h 28m
